Ticker,"Sustainalytics ESG Risk Score 
 2012-01","Sustainalytics ESG Risk Score 
 2012-02","Sustainalytics ESG Risk Score 
 2012-03","Sustainalytics ESG Risk Score 
 2012-04","Sustainalytics ESG Risk Score 
 2012-05","Sustainalytics ESG Risk Score 
 2012-06","Sustainalytics ESG Risk Score 
 2012-07","Sustainalytics ESG Risk Score 
 2012-08","Sustainalytics ESG Risk Score 
 2012-09","Sustainalytics ESG Risk Score 
 2012-10","Sustainalytics ESG Risk Score 
 2012-11","Sustainalytics ESG Risk Score 
 2012-12","Sustainalytics ESG Risk Score 
 2013-01","Sustainalytics ESG Risk Score 
 2013-02","Sustainalytics ESG Risk Score 
 2013-03","Sustainalytics ESG Risk Score 
 2013-04","Sustainalytics ESG Risk Score 
 2013-05","Sustainalytics ESG Risk Score 
 2013-06","Sustainalytics ESG Risk Score 
 2013-07","Sustainalytics ESG Risk Score 
 2013-08","Sustainalytics ESG Risk Score 
 2013-09","Sustainalytics ESG Risk Score 
 2013-10","Sustainalytics ESG Risk Score 
 2013-11","Sustainalytics ESG Risk Score 
 2013-12","Sustainalytics ESG Risk Score 
 2014-01","Sustainalytics ESG Risk Score 
 2014-02","Sustainalytics ESG Risk Score 
 2014-03","Sustainalytics ESG Risk Score 
 2014-04","Sustainalytics ESG Risk Score 
 2014-05","Sustainalytics ESG Risk Score 
 2014-06","Sustainalytics ESG Risk Score 
 2014-07","Sustainalytics ESG Risk Score 
 2014-08","Sustainalytics ESG Risk Score 
 2014-09","Sustainalytics ESG Risk Score 
 2014-10","Sustainalytics ESG Risk Score 
 2014-11","Sustainalytics ESG Risk Score 
 2014-12","Sustainalytics ESG Risk Score 
 2015-01","Sustainalytics ESG Risk Score 
 2015-02","Sustainalytics ESG Risk Score 
 2015-03","Sustainalytics ESG Risk Score 
 2015-04","Sustainalytics ESG Risk Score 
 2015-05","Sustainalytics ESG Risk Score 
 2015-06","Sustainalytics ESG Risk Score 
 2015-07","Sustainalytics ESG Risk Score 
 2015-08","Sustainalytics ESG Risk Score 
 2015-09","Sustainalytics ESG Risk Score 
 2015-10","Sustainalytics ESG Risk Score 
 2015-11","Sustainalytics ESG Risk Score 
 2015-12","Sustainalytics ESG Risk Score 
 2016-01","Sustainalytics ESG Risk Score 
 2016-02","Sustainalytics ESG Risk Score 
 2016-03","Sustainalytics ESG Risk Score 
 2016-04","Sustainalytics ESG Risk Score 
 2016-05","Sustainalytics ESG Risk Score 
 2016-06","Sustainalytics ESG Risk Score 
 2016-07","Sustainalytics ESG Risk Score 
 2016-08","Sustainalytics ESG Risk Score 
 2016-09","Sustainalytics ESG Risk Score 
 2016-10","Sustainalytics ESG Risk Score 
 2016-11","Sustainalytics ESG Risk Score 
 2016-12","Sustainalytics ESG Risk Score 
 2017-01","Sustainalytics ESG Risk Score 
 2017-02","Sustainalytics ESG Risk Score 
 2017-03","Sustainalytics ESG Risk Score 
 2017-04","Sustainalytics ESG Risk Score 
 2017-05","Sustainalytics ESG Risk Score 
 2017-06","Sustainalytics ESG Risk Score 
 2017-07","Sustainalytics ESG Risk Score 
 2017-08","Sustainalytics ESG Risk Score 
 2017-09","Sustainalytics ESG Risk Score 
 2017-10","Sustainalytics ESG Risk Score 
 2017-11","Sustainalytics ESG Risk Score 
 2017-12","Sustainalytics ESG Risk Score 
 2018-01","Sustainalytics ESG Risk Score 
 2018-02","Sustainalytics ESG Risk Score 
 2018-03","Sustainalytics ESG Risk Score 
 2018-04","Sustainalytics ESG Risk Score 
 2018-05","Sustainalytics ESG Risk Score 
 2018-06","Sustainalytics ESG Risk Score 
 2018-07","Sustainalytics ESG Risk Score 
 2018-08","Sustainalytics ESG Risk Score 
 2018-09","Sustainalytics ESG Risk Score 
 2018-10","Sustainalytics ESG Risk Score 
 2018-11","Sustainalytics ESG Risk Score 
 2018-12","Sustainalytics ESG Risk Score 
 2019-01","Sustainalytics ESG Risk Score 
 2019-02","Sustainalytics ESG Risk Score 
 2019-03","Sustainalytics ESG Risk Score 
 2019-04","Sustainalytics ESG Risk Score 
 2019-05","Sustainalytics ESG Risk Score 
 2019-06"
NEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,49,51,51,51,51,51,51,51,51,51,51,51,51,53,53,53,53,53,53,53,53,53
NEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,53,53,53,53,53,53,53,53,53,53,53,53,51,51,51,51,51,51,51,51,51
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,48,48,48,48,48,,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47
NLSN,,,47,47,47,47,47,47,47,,46,,,,,,,,,,46,,,,,,,46,,,,,,,,,51,56,,,,,55,55,55,55,55,55,55,57,57,57,57,57,,69,69,69,,69,69,69,69,69,69,69,69,69,69,68,68,68,,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69
NKE,68,68,68,68,67,68,75,75,,,,,,,,,,,75,75,,73,,73,,74,,73,72,,,73,,,,,,,71,,,70,67,66,66,,66,66,66,,66,66,66,66,66,66,66,66,,66,66,66,66,67,67,67,67,67,67,66,66,66,66,66,66,64,64,63,61,61,64,64,65,65,65,65,65,65,64,64
NIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
NI,62,63,63,63,62,63,63,63,64,64,,,63,,,63,62,,,63,,,,,,65,,,66,,,,,,,,66,68,67,,,,67,67,67,,67,67,68,68,68,68,68,68,,68,68,,68,68,68,68,71,72,72,72,72,72,72,70,70,70,70,70,70,70,70,70,68,68,73,72,72,71,71,71,71,70,70,70
NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,,43,43,,,43,43,43,43,47,47,,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
NOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,,54,54,52,52,52,52,52,52,52,52,52
NOK,79,79,79,79,77,79,79,75,,,,,,,,,,,,,75,,,,71,77,,75,77,,76,,,,,76,,,75,,,,75,75,,,,,80,81,81,81,81,81,,81,81,,,,83,83,83,83,83,83,83,83,83,82,82,83,83,83,83,83,83,83,83,83,83,83,83,85,83,83,83,83,83,84
NOMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,48,48,48,48,48,56,56,56,56,56
NMR,64,64,64,64,63,64,62,63,,,,,,,,63,60,,61,,60,,,,,61,,,,66,,,,,,,,,65,,68,,66,68,69,,,,69,69,69,67,67,66,66,70,72,72,72,72,,72,72,72,72,72,72,72,72,66,71,71,71,71,71,71,71,71,,71,71,71,71,71,71,71,70,70,70,70
NAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,51,,51,51,,51,51,52,52,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
JWN,65,65,65,65,64,65,65,65,,,,,,,,,,,62,,,63,,,,,,,63,,,,,,,,63,,63,70,70,,65,65,65,65,65,65,65,,65,68,69,70,70,70,70,,,,,70,70,70,70,69,69,69,65,64,64,64,63,63,63,63,,63,63,63,63,63,64,64,64,64,64,64,64,63
NSC,69,69,69,69,68,69,68,66,65,64,,,,,64,63,63,,,65,,,64,,,66,66,,,67,,,,67,67,,62,,62,,,,60,60,60,,60,63,63,,63,63,63,63,,63,63,,,63,63,60,60,58,58,58,58,58,58,56,56,56,56,56,56,56,56,52,52,52,52,52,52,52,52,52,52,52,52,55
NOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,,,49,49,49,49,49,49,49,49,48,48,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
NOC,66,66,66,66,65,67,67,66,,,,,66,,,67,,,,,67,71,,70,,71,,,71,71,,,,,,71,70,,69,,,,68,68,68,68,68,67,67,,67,67,67,67,67,67,67,67,,,67,66,66,66,66,66,66,66,66,65,,65,65,65,66,66,66,67,67,67,67,67,67,67,67,67,68,68,68,68
NWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59,59
NCLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,,50,50,50,50,,50,50,,,,48,48,48,48,48,48,48,48,49,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,50
NMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOV,50,54,54,54,53,54,54,54,,,,,,,,,,,,,54,,56,,,56,,,,,,55,,,,,55,,54,,,,54,54,54,54,54,54,55,55,55,55,55,55,,55,55,,55,,53,53,53,53,53,53,53,53,,55,55,55,,55,55,55,55,55,55,,55,55,55,55,55,55,55,56,56,56
NVS,78,78,78,78,77,77,79,79,76,,74,75,,74,,73,,72,,74,74,75,,,,77,,,77,,,76,77,,,,,,76,76,,,75,75,75,75,75,75,,,75,75,75,73,,73,73,,73,73,73,,73,69,69,69,69,69,69,67,67,67,67,67,67,64,64,66,66,66,66,66,65,66,66,66,66,67,67,67
NVO,75,75,75,75,74,75,75,75,78,,76,,,,,,,,,76,76,,,,,78,,,78,,,78,78,,,,,77,78,,,83,82,82,82,82,,82,,,82,82,82,82,,82,82,,81,85,85,,84,83,85,85,85,85,83,82,82,82,82,82,82,82,82,79,79,79,79,79,79,79,79,79,79,79,79,78
DNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,57,,,,56,56,56,56,,,56,,,56,56,56,56,56,56,,,56,,56,56,53,53,,53,53,53,53,53,53,53,53,,53,53,53,53,53,53,53,53,53,53,53,53,55,55,55
NRG,60,63,63,63,62,63,61,67,70,,,,65,64,,63,63,62,,,,61,,,,65,,,65,,,,,,,,59,,58,,,,58,58,58,,60,60,60,60,60,60,60,60,,60,60,,60,60,61,61,61,61,61,61,61,61,61,59,59,59,59,59,62,62,62,64,64,64,64,64,64,64,64,62,63,63,63,63
NUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,46,,,,45,45,45,,,45,45,,,45,45,45,45,45,45,,,45,45,45,45,45,45,,46,46,46,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,
NUE,55,56,56,56,55,54,55,51,,,,,,,53,,,,,53,,54,,,,56,,,,,,,,,55,,55,,53,,,,52,53,53,,,,54,,54,54,54,54,,54,54,,54,,,54,54,54,52,52,52,52,52,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50
NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,52,52,52,52,52,52,52,52,52,52,52,52,55,55,55,55,55,55,55,55,55
NTR,65,65,65,65,65,66,65,67,,,66,,,,65,,65,64,,,,,,,66,64,65,,65,,,,,,,,67,,65,67,,,67,67,67,,67,67,65,65,65,65,63,63,63,63,62,,59,59,59,59,59,59,59,,59,59,59,57,57,57,55,54,54,54,54,54,54,54,55,55,55,55,55,49,49,49,49,49
NUVB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVR,47,47,47,47,47,47,47,47,,,,,,,,,,,,,,,,,,47,,,,,45,,,,,,,,,,,,44,44,44,44,44,44,44,44,,44,44,44,,44,44,,,44,44,44,44,44,44,,44,,44,41,,41,,41,42,42,42,42,42,,43,43,43,43,43,43,43,43,43,43
OSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXY,65,62,62,62,61,62,62,61,62,63,,,,,,64,,,,,64,,,,69,76,,,,,,,,,,76,,,,,,,77,77,77,77,77,77,77,74,74,74,74,74,,74,74,74,74,,74,74,69,68,68,68,68,68,68,68,68,68,68,68,66,68,68,,68,68,68,68,68,68,68,68,68,68,68,68
OII,,,,,,,,51,,,,,,51,58,,,,,,58,,58,,,,,,57,,,,,,,,58,,,,,,59,59,59,59,59,59,58,58,58,57,57,57,,57,57,,57,,57,57,57,57,57,57,57,58,,59,59,59,,59,59,60,60,60,60,,60,60,60,60,60,60,60,62,62,
OCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,41,,,,44,,43,,,,44,44,44,44,44,44,44,,44,44,44,44,,44,44,,,44,44,40,40,40,40,40,40,40,40,39,39,39,39,39,,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38
OFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,45,,,45,45,45,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49
OGE,56,56,56,56,56,56,56,60,,,,,,,,,,,,60,,,60,,,60,,,61,,,,,,,,61,,59,,,,58,58,58,,57,57,57,57,57,57,57,57,55,55,55,,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIS,61,61,61,61,61,61,61,60,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,55,55,55,55,55,55,55,55,55,55,55,55,54,55,54,,54,,,54,54,54,54,54,54,54,,53,53,53,,53,53,53,53,53,53,,53,53,53,53,53,53,53,54,54,54
ODC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,,,49,49,49,49,,50,50,50,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,,
ORI,43,44,44,44,43,44,44,43,,,,,,,,,,,,45,,,,,,,,,,,,,,,,45,,,,,,,46,46,46,,46,46,46,46,46,46,46,46,,46,46,,,,46,46,46,46,46,,46,46,46,47,47,47,,47,47,46,46,46,,46,46,46,46,46,46,46,46,46,46,46
OLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,52,52,,,,52,52,52,52,50,,47,47,47,50,47,47,47,47,47,47,47,47,47,47,46,46,46,46,47,47,47,46,46,46
OLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
OMC,58,58,58,58,58,58,58,57,,,,,,,,,,,,,56,,56,,,,,,56,,,,,,,,56,,55,,,,54,54,54,54,54,54,54,57,57,57,57,57,57,57,57,,,56,57,53,53,54,54,54,54,54,54,53,53,53,53,53,53,53,53,,53,53,54,54,53,53,53,53,53,53,53,53
ONON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,57,,,,56,56,56,56,,56,56,56,,56,56,56,,56,56,,56,56,,53,53,49,49,49,49,49,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54,54,54
OLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,,,44,44,44,44,44,44,44,44,43,,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
OCFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,47,47,47,,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,48,48,48,48,48,48,48,48,48,48,48
OKE,61,63,63,62,61,62,59,65,,,,,69,,,,69,68,,,,67,,,,69,,,69,,,,,,,,67,,65,,,,64,64,64,,64,64,64,64,66,65,65,65,,65,65,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
ONTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
OPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,43,43,43,43,,43,43,43,41,41,41,41,41,43,43,43,43,42,42,42,42,42,,42,42,42,42,42,43,43,43,43,43,43
ORCL,66,66,66,67,66,67,67,66,66,,,,,,,,64,,,,63,66,66,,,68,,,71,,,71,,,,,,,72,,72,73,72,72,70,69,,,69,69,67,70,70,70,,70,70,,,,,69,69,69,69,69,70,70,70,70,70,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,67,67,67
ORAN,70,70,70,70,70,70,70,70,72,,,,,,,72,,,,,,,,,75,77,76,74,,,,,74,,,,75,,75,,,,75,74,,,76,,,76,76,75,75,75,75,75,77,,78,,,78,79,79,79,79,79,79,78,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,79
ORC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,,,44,44,43,43,43,43,43,43,43,,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
OEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,55,55,55,55,55,55,55,55,55,55,55,55
ONL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IX,50,50,50,50,49,50,50,50,,,,,,,,,,,49,,,,49,,,,,,49,52,55,,,,,,,,63,63,,61,61,61,61,,,,61,,61,59,59,59,,59,59,59,59,59,,59,59,57,57,57,57,57,57,57,57,57,57,57,57,59,59,59,,59,58,58,57,57,57,57,57,57,57,57
ORA,56,56,56,56,56,56,56,56,56,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,66,65,,,65,63,63,63,,,63,63,63,,63,63,63,63,63,63,,63,63,,63,63,59,60,60,58,58,58,60,60,60,60,60,60,60,60,56,56,56,56,56,56,56,56,56,56,61,61,61
OSCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSK,48,48,48,54,53,54,54,54,,,,,,,,53,,,,,,,,,,53,,,,,,,,,,,,,55,57,,,56,56,56,56,56,56,56,,56,56,55,54,,54,54,,,,58,58,58,58,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,65,65,65,65,65
OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,45,45,45,,45,,45,,45,45,45,45,,45,45,,,,,45,45,45,45,45,45,45,45,47,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
OTIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,47,,,,,47,,47,47,47,47,47,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,45,45,45,45
OVV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,52,,,,,,52,49,49,49,49,49,49,51,51,51,51,,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
OC,68,68,68,68,67,68,68,69,,70,,,,,,,,,,,,,,,,69,,,71,,,,,,,,,,,,,,69,69,,,69,69,69,,,69,69,69,69,69,69,,,69,65,65,65,64,64,64,64,64,64,66,66,66,66,66,66,66,66,70,70,70,72,72,72,72,72,72,72,72,71,71
ORCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,44,44,,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,49,49
PKG,61,61,61,61,61,61,61,60,,,,,,,,,,,,,,59,,,,67,67,,,,,,,,,,,,,,,,66,66,66,,,65,65,,,56,55,54,54,55,55,,,55,60,60,59,58,58,,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,,59,59,59,59,59
PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,60,60,60,58,58,58,58
PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,53,53,,53,53,,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,54,54,54,54,54,54,,54,54,54,54,54,54
PAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,49,49,49,49
FNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,54,,,,,,54,,54,52,52,52,52,53,,53,53,53,53,53,53,53,56,56,56,56,56,56,56,56,56,56,56,56
PKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47
PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,43,43,43,43,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,45,44,44,44,44,44
PH,55,55,55,55,55,55,55,58,61,,,,,,,,61,,,,,63,,,,64,,,64,65,,,,,,,,,65,,,,63,61,61,,61,61,61,,61,61,60,62,,62,62,,,,62,62,62,62,62,62,62,62,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
PSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,45,45,45,45,45,45,46,46,46,46,48,48,48,48,48,48,48,48,48,48,55,55,55,55,55,55,55
PAYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,48,48,48,45,45,45,45,45,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,45,45,45,45,45
PSFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,53,,51,51,,51,51,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,53,53
PBFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,52,52,52,52,51,52
BTU,55,55,55,55,55,55,55,55,56,56,,,,,,57,,,,,57,,58,,,61,,,61,,,61,,,,61,,,60,,62,,62,62,62,62,62,62,62,62,62,63,63,63,61,61,61,,61,,61,60,60,60,,,,53,53,51,51,51,51,51,51,51,51,54,54,54,54,54,54,54,54,54,54,54,51,51
PSO,76,76,76,76,76,76,76,73,73,,,,72,,,73,,,69,71,,,,,,72,,,72,72,,,70,,,,71,,70,69,,,68,72,72,72,72,,,,72,72,69,69,69,69,69,,,,,69,69,69,69,69,69,69,70,68,68,68,68,68,68,68,68,67,67,71,71,71,71,71,71,71,71,71,71,71
