tcprimarysectorid,year,GHG_Scope1,GHG_Scope1_Intensity,GHG_Scope2,GHG_Scope2_Intensity,Absolute_Direct_Indirect,Revenue,GHG_Scope1_Disclosure,GHG_Scope2_Disclosure,ticker,Company.Name
541512,2017,2225.784605,8.037441655,1811.154077,6.54018596,1.59205139,276.927,Estimated data,Estimated data,CPSI,"Computer Programs and Systems, Inc."
541512,2018,2446.418678,8.724403386,1806.990004,6.444076746,1.631014421,280.411,Estimated data,Estimated data,CPSI,"Computer Programs and Systems, Inc."
541512,2019,2413.128838,8.786708266,1607.078874,5.851711272,1.543723272,274.634,Estimated data,Estimated data,CPSI,"Computer Programs and Systems, Inc."
339112,2019,33162.425,7.627,28033.464,6.447,51.622,4348,Value derived from data provided in CDP,Exact Value from CDP,EW,Edwards Lifesciences Corporation
339112,2018,29257.699,7.859,28118,7.553,45.024,3722.8,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,EW,Edwards Lifesciences Corporation
339112,2017,26118.072,7.603,27700,8.063,41.575,3435.3,Value derived from data provided in CDP,Value derived from data provided in CDP,EW,Edwards Lifesciences Corporation
339112,2016,20525.144,6.926,39016,13.165,34.163,2963.7,Value derived from data provided in CDP,Value derived from data provided in CDP,EW,Edwards Lifesciences Corporation
339112,2013,41535.13635,20.30561543,30533.37299,14.92709508,23.74781717,2045.5,Estimated data,Estimated data,EW,Edwards Lifesciences Corporation
339112,2012,39159.94626,20.614838,28787.31961,15.15441125,22.39027398,1899.6,Estimated data,Estimated data,EW,Edwards Lifesciences Corporation
339112,2015,23835.15944,9.558150314,29712,11.91482536,26.00563975,2493.7,Exact Value from CDP,Exact Value from CDP,EW,Edwards Lifesciences Corporation
339112,2014,22971.53138,9.889160694,31407.53693,13.5208304,24.8917271,2322.9,Exact Value from CDP,Exact Value from CDP,EW,Edwards Lifesciences Corporation
339112,2017,7299.30478,20.87645049,6425.11799,18.37622372,4.792256259,349.643,Estimated data,Estimated data,ANGO,"AngioDynamics, Inc."
339112,2016,7456.551189,21.07025118,6008.041597,16.9771443,4.565335906,353.89,Estimated data,Estimated data,ANGO,"AngioDynamics, Inc."
339112,2018,7234.529969,21.01320118,6233.686798,18.10618179,4.724104303,344.285,Estimated data,Estimated data,ANGO,"AngioDynamics, Inc."
339112,2019,5679.554485,20.98610849,4449.707038,16.44178868,3.588064754,270.634,Estimated data,Estimated data,ANGO,"AngioDynamics, Inc."
334510,2019,17525.9349,18.68761298,10235.37625,10.91381151,14.79029427,937.837,Estimated data,Estimated data,MASI,Masimo Corporation
334510,2018,13450.17528,15.67091653,11105.53714,12.93915818,13.57607733,858.289,Estimated data,Estimated data,MASI,Masimo Corporation
334510,2017,9243.765763,11.58209887,11379.00788,14.25747878,11.87730243,798.108,Estimated data,Estimated data,MASI,Masimo Corporation
334510,2016,8828.750682,12.71009636,8640.099738,12.43850961,10.59632941,694.625,Estimated data,Estimated data,MASI,Masimo Corporation
541700,2016,0.1089748111,14.92805632,0.1628958992,22.31450674,0.0000943775,0.0073,Estimated data,Estimated data,ZYNE,"Zynerba Pharmaceuticals, Inc."
541700,2018,1.260158135,14.65300157,2.046670732,23.79849688,0.0012223504,0.086,Estimated data,Estimated data,ZYNE,"Zynerba Pharmaceuticals, Inc."
325412,2017,452.7659873,17.3234614,359.0137943,13.73637107,0.5507178341,26.136,Estimated data,Estimated data,ZCOR,Zyla Life Sciences
325412,2016,315.934919,18.62384573,216.2448565,12.74727991,0.3500495103,16.964,Estimated data,Estimated data,ZCOR,Zyla Life Sciences
621B00,2016,26871.89463,21.99619586,20684.28171,16.93127775,11.15116093,1221.661,Estimated data,Estimated data,OPK,"OPKO Health, Inc."
621B00,2017,23238.30512,21.76884292,19515.29183,18.28125244,10.21955141,1067.503,Estimated data,Estimated data,OPK,"OPKO Health, Inc."
621B00,2018,18469.35933,18.65090727,17920.68345,18.09683807,9.510058933,990.266,Estimated data,Estimated data,OPK,"OPKO Health, Inc."
621B00,2019,16527.7855,18.32480777,14993.24484,16.62342057,8.533373775,901.935,Estimated data,Estimated data,OPK,"OPKO Health, Inc."
339112,2019,3254.231899,20.98610849,2549.562404,16.44178868,2.055864559,155.066,Estimated data,Estimated data,ATRI,Atrion Corporation
339112,2018,3203.420494,21.01320118,2760.251202,18.10618179,2.091814203,152.448,Estimated data,Estimated data,ATRI,Atrion Corporation
339112,2017,3060.38326,20.87645049,2693.862516,18.37622372,2.00925174,146.595,Estimated data,Estimated data,ATRI,Atrion Corporation
339112,2016,3023.307131,21.07025118,2435.999504,16.9771443,1.851045108,143.487,Estimated data,Estimated data,ATRI,Atrion Corporation
339112,2016,3268.18559,21.07025118,2633.307875,16.9771443,2.000973995,155.109,Estimated data,Estimated data,ATRC,"AtriCure, Inc."
339112,2017,3647.449924,20.87645049,3210.620303,18.37622372,2.394682131,174.716,Estimated data,Estimated data,ATRC,"AtriCure, Inc."
339112,2018,4236.891754,21.01320118,3650.749435,18.10618179,2.766664684,201.63,Estimated data,Estimated data,ATRC,"AtriCure, Inc."
339112,2019,4843.740742,20.98610849,3794.87992,16.44178868,3.060038508,230.807,Estimated data,Estimated data,ATRC,"AtriCure, Inc."
334510,2019,1146.774854,18.70672879,666.5748974,10.87348208,0.9677664015,61.3028,Estimated data,Estimated data,RMTI,"Rockwell Medical, Inc."
334510,2018,1013.808734,15.99354985,759.0276866,11.97419862,1.024856959,63.3886,Estimated data,Estimated data,RMTI,"Rockwell Medical, Inc."
334510,2017,714.4926528,12.46926548,696.3582839,12.15278601,0.918050667,57.3003,Estimated data,Estimated data,RMTI,"Rockwell Medical, Inc."
334510,2016,661.6626606,12.41761461,598.2499499,11.22752992,0.8005991453,53.2842,Estimated data,Estimated data,RMTI,"Rockwell Medical, Inc."
339112,2016,16087.55818,21.07025118,12962.38922,16.9771443,9.84974221,763.52,Estimated data,Estimated data,CNMD,CONMED Corporation
339112,2017,16625.83816,20.87645049,14634.67756,18.37622372,10.91546105,796.392,Estimated data,Estimated data,CNMD,CONMED Corporation
339112,2018,18063.66218,21.01320118,15564.68948,18.10618179,11.79546213,859.634,Estimated data,Estimated data,CNMD,CONMED Corporation
339112,2019,20043.76926,20.98610849,15703.50304,16.44178868,12.66267314,955.097,Estimated data,Estimated data,CNMD,CONMED Corporation
339114,2019,7169.708292,1.779437182,68772.38893,17.0684972,82.13528299,4029.2,Derived from previous year,Derived from previous year,XRAY,DENTSPLY SIRONA Inc.
339114,2018,7240.447012,1.816332692,74927.80811,18.79632946,84.52451554,3986.3,Derived from previous year,Derived from previous year,XRAY,DENTSPLY SIRONA Inc.
339114,2017,7563.189,1.894,76235.956,19.09,85.42,3993.4,Exact Value from CDP,Exact Value from CDP,XRAY,DENTSPLY SIRONA Inc.
339114,2016,44092.6172,11.77278648,75605,20.18663391,78.84545435,3745.3,Derived from previous year,Exact Value from CDP,XRAY,DENTSPLY SIRONA Inc.
339114,2015,33150.68191,12.3960221,102618.9864,38.37227925,52.35993908,2674.3,Derived from previous year,Derived from previous year,XRAY,DENTSPLY SIRONA Inc.
339114,2014,36950.0931,12.64279759,117906.2422,40.34265221,56.92416198,2922.62,Estimate based on partial data disclosure in CDP,Estimate based on partial data disclosure in CDP,XRAY,DENTSPLY SIRONA Inc.
339114,2013,39175.6601,13.27641941,113002.5625,38.2959575,58.52460081,2950.77,Estimate based on partial data disclosure in CDP,Estimate based on partial data disclosure in CDP,XRAY,DENTSPLY SIRONA Inc.
339114,2012,54264.031,18.53007618,38402.8622,13.11380576,56.79216477,2928.43,Estimated data,Estimated data,XRAY,DENTSPLY SIRONA Inc.
533000,2016,236.096378,6.600771024,1379.11027,38.55709768,0.1853954898,35.768,Estimated data,Estimated data,NLNK,NewLink Genetics Corporation
533000,2017,185.8138385,6.471869264,1198.2413,41.7345721,0.1599720674,28.711,Estimated data,Estimated data,NLNK,NewLink Genetics Corporation
533000,2018,77.9406992,6.248252301,512.9467847,41.12127503,0.0697141146,12.474,Estimated data,Estimated data,NLNK,NewLink Genetics Corporation
533000,2019,5.766916463,6.161235537,34.95140242,37.3412419,0.0049390258,0.936,Estimated data,Estimated data,NLNK,NewLink Genetics Corporation
7211A0,2019,36943.27958,20.86012399,145248.3512,82.01487926,30.00884363,1771,Estimated data,Estimated data,PK,Park Hotels & Resorts Inc.
7211A0,2018,58731.747,21.458,247198.176,90.317,47.366,2737,Estimated data,Estimated data,PK,Park Hotels & Resorts Inc.
7211A0,2017,61675.30924,22.0979252,255834.8439,91.66422212,47.80324806,2791,Estimated data,Estimated data,PK,Park Hotels & Resorts Inc.
7211A0,2016,62047.39339,22.75298621,230936.9181,84.68533851,43.67614831,2727,Estimated data,Estimated data,PK,Park Hotels & Resorts Inc.
531000,2016,25174.03313,15.90273729,102754.6499,64.91133915,16.90373199,1583,Estimated data,Estimated data,HGV,Hilton Grand Vacations Inc.
531000,2017,26566.248,15.52673758,120205.184,70.25434484,19.55930014,1711,Estimated data,Estimated data,HGV,Hilton Grand Vacations Inc.
531000,2018,29766.14822,14.89051937,138127.3853,69.09824178,23.09158565,1999,Estimated data,Estimated data,HGV,Hilton Grand Vacations Inc.
531000,2019,27578.06338,15.00438704,117250.6219,63.79250377,20.86050041,1838,Estimated data,Estimated data,HGV,Hilton Grand Vacations Inc.
511200,2019,1150.561203,3.981511279,1539.467148,5.327318353,1.23210049,288.976,Estimated data,Estimated data,BL,"BlackLine, Inc."
511200,2018,909.0919259,3.990956178,1336.341041,5.866599823,1.00605518,227.788,Estimated data,Estimated data,BL,"BlackLine, Inc."
511200,2017,735.5852319,4.155121035,1054.05963,5.954096344,0.7793930763,177.031,Estimated data,Estimated data,BL,"BlackLine, Inc."
511200,2016,520.2482255,4.225434935,677.2724616,5.500779396,0.5097448803,123.123,Estimated data,Estimated data,BL,"BlackLine, Inc."
339940,2016,17674.0534,11.35062193,36743.39025,23.5973221,33.62648239,1557.1,Estimated data,Estimated data,ACCO,ACCO Brands Corporation
339940,2017,22022.55681,11.30057308,46389.78052,23.80427982,42.54443889,1948.8,Estimated data,Estimated data,ACCO,ACCO Brands Corporation
339940,2018,21657.28987,11.15665046,44227.39027,22.78353094,42.12343738,1941.2,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,ACCO,ACCO Brands Corporation
339940,2019,21588.41235,11.03871369,41465.71955,21.20249504,41.15001044,1955.7,Estimated data,Estimated data,ACCO,ACCO Brands Corporation
531000,2019,27414.961,13.608,108242.655,53.728,20.756,2014.645,Estimate used instead of disclosure - data does not cover global operations,Estimated data,SBAC,SBA Communications Corporation
517000,2018,9868.955281,5.28970798,25327.51392,13.57541388,12.34859316,1865.69,Estimated data,Estimated data,SBAC,SBA Communications Corporation
517000,2017,7246.40265,4.19431134,23803.68911,13.77788235,11.25694294,1727.674,Estimated data,Estimated data,SBAC,SBA Communications Corporation
517000,2016,7044.556904,4.31354422,20787.88327,12.72889906,10.04791605,1633.125,Estimated data,Estimated data,SBAC,SBA Communications Corporation
517000,2013,6041.68488,4.630119016,14603.85178,11.19184022,7.463150374,1304.866,Estimated data,Estimated data,SBAC,SBA Communications Corporation
517000,2012,4484.794387,4.700628442,10840.56415,11.36227434,5.539960387,954.084,Estimated data,Estimated data,SBAC,SBA Communications Corporation
517000,2015,7282.077679,4.444426583,20451.47588,12.48202602,9.429519424,1638.4741,Estimated data,Estimated data,SBAC,SBA Communications Corporation
517000,2014,6790.410262,4.446896046,20038.75438,13.12295637,8.964586718,1527,Estimated data,Estimated data,SBAC,SBA Communications Corporation
336411,2015,54108.74983,8.14412466,68406.99934,10.29621146,93.1479313,6643.9,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2014,55289.32896,8.131740346,73600.6875,10.82490403,94.85395092,6799.2,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2013,48222.69394,8.089698698,55031.70814,9.231959091,81.72182736,5961,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2012,44330.72758,8.212892079,50590.19856,9.372547301,75.12620656,5397.7,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2016,53930.34041,7.939221895,71324.45038,10.49985284,102.6893418,6792.9,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2017,54678.14258,7.830179376,79362.78212,11.36514136,112.9868245,6983,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2018,55279.88363,7.654373253,80872.88442,11.19812856,115.6425915,7222,Estimated data,Estimated data,SPR,"Spirit AeroSystems Holdings, Inc."
336411,2019,143696.0676,18.27473485,289783,36.85353105,131.3221496,7863.1,Exact Value from CDP,Exact Value from CDP,SPR,"Spirit AeroSystems Holdings, Inc."
531000,2019,575.3547137,12.88097955,2554.26924,57.1847055,0.4217432459,44.667,Estimated data,Estimated data,IIPR,"Innovative Industrial Properties, Inc."
531000,2018,192.1528935,12.9947179,931.1888693,62.97348139,0.1462530838,14.787,Estimated data,Estimated data,IIPR,"Innovative Industrial Properties, Inc."
531000,2017,87.18576151,13.58033668,410.3194692,63.91268991,0.0625583576,6.42,Estimated data,Estimated data,IIPR,"Innovative Industrial Properties, Inc."
541511,2017,1854.23524,8.032973642,1388.546027,6.015500834,0.7798467614,230.828,Estimated data,Estimated data,QLYS,"Qualys, Inc."
541511,2018,2486.578938,8.916016545,1653.003539,5.927101963,0.9613187984,278.889,Estimated data,Estimated data,QLYS,"Qualys, Inc."
541511,2019,2890.614661,8.98803425,1730.972094,5.382258892,1.071958817,321.6069922,Estimated data,Estimated data,QLYS,"Qualys, Inc."
541511,2016,1610.166607,8.135236111,1099.969937,5.557508837,0.627513706,197.925,Estimated data,Estimated data,QLYS,"Qualys, Inc."
524100,2016,90.59416764,0.551230416,335.0693089,2.038766947,0.4147734771,164.349,Estimated data,Estimated data,NODK,"NI Holdings, Inc."
524100,2019,137.6251066,0.5082562039,534.6468176,1.974476668,0.7050135875,270.779,Estimated data,Estimated data,NODK,"NI Holdings, Inc."
524100,2018,111.6355733,0.525665458,461.7671005,2.174351841,0.5749252476,212.37,Estimated data,Estimated data,NODK,"NI Holdings, Inc."
524100,2017,102.0744513,0.5396767015,417.3905366,2.206780885,0.5079757633,189.14,Estimated data,Estimated data,NODK,"NI Holdings, Inc."
7211A0,2017,12364.78356,22.0979252,51290.25717,91.66422212,9.583686291,559.545,Estimated data,Estimated data,PLYA,Playa Hotels & Resorts N.V.
7211A0,2018,13240.13561,21.45843866,55726.88641,90.31719982,10.6778646,617.013,Estimated data,Estimated data,PLYA,Playa Hotels & Resorts N.V.
7211A0,2019,13143.23402,20.86012399,51674.7049,82.01487926,10.46552451,630.065,Estimated data,Estimated data,PLYA,Playa Hotels & Resorts N.V.
7211A0,2016,11865.68231,22.75298621,44163.40403,84.68533851,8.352442736,521.5,Estimated data,Estimated data,PLYA,Playa Hotels & Resorts N.V.
518100,2016,673.1581523,3.317259258,1789.00885,8.816065216,1.007921021,202.926,Estimated data,Estimated data,TTD,"The Trade Desk, Inc."
541511,2019,5941.612,8.988,3557.985,5.382,2.203,661.058,Estimated data,Estimated data,TTD,"The Trade Desk, Inc."
541511,2018,4255.561,8.916,2828.97,5.927,1.645,477.294,Estimated data,Estimated data,TTD,"The Trade Desk, Inc."
518100,2017,1015.794335,3.295711578,2941.189539,9.542593494,1.634984388,308.217,Estimated data,Estimated data,TTD,"The Trade Desk, Inc."
423600,2018,98172.07024,25.5240338,66741.41608,17.35228926,25.23185226,3846.26,Estimated data,Estimated data,SCSC,"ScanSource, Inc."
423600,2019,97397.2053,25.14702142,61029.37296,15.75719698,24.52130596,3873.111,Estimated data,Estimated data,SCSC,"ScanSource, Inc."
423600,2017,82382.47664,23.08805557,62839.63539,17.61108737,22.66935529,3568.186,Estimated data,Estimated data,SCSC,"ScanSource, Inc."
423600,2016,84972.85008,24.00209763,57600.40399,16.27026184,21.36572837,3540.226,Estimated data,Estimated data,SCSC,"ScanSource, Inc."
325610,2016,79967.95455,45.27771147,58319.33394,33.02030157,71.52505459,1766.166,Estimated data,Estimated data,SCL,Stepan Company
325610,2019,90067.555,48.456,131531.245,70.763,81.49,1858.745,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,SCL,Stepan Company
325610,2017,86597.48598,44.98554342,69097.9092,35.89488724,83.21838961,1925.007,Estimated data,Estimated data,SCL,Stepan Company
325610,2018,81556.64408,40.90395855,68163.36614,34.18668748,84.92944465,1993.857,Estimated data,Estimated data,SCL,Stepan Company
531000,2018,286.1696775,12.9947179,1386.802007,62.97348139,0.2178119572,22.022,Estimated data,Estimated data,FRPH,"FRP Holdings, Inc."
531000,2017,586.5483217,13.58033668,2760.45299,63.91268991,0.420865736,43.191,Estimated data,Estimated data,FRPH,"FRP Holdings, Inc."
531000,2019,306.0005503,12.88097955,1358.479864,57.1847055,0.2243027861,23.756,Estimated data,Estimated data,FRPH,"FRP Holdings, Inc."
531000,2016,519.5682844,13.87105973,2211.711407,59.0466777,0.3406770702,37.457,Estimated data,Estimated data,FRPH,"FRP Holdings, Inc."
531000,2016,999.7263043,21.10908582,2678.057466,56.5468215,1.88262872,47.36,Estimated data,Estimated data,MLP,"Maui Land & Pineapple Company, Inc."
531000,2019,137.2249595,13.66102135,598.8035973,59.61210526,0.1018835707,10.045,Estimated data,Estimated data,MLP,"Maui Land & Pineapple Company, Inc."
531000,2017,635.8877204,26.085561,1429.576998,58.64450088,1.571520478,24.377,Estimated data,Estimated data,MLP,"Maui Land & Pineapple Company, Inc."
531000,2018,441.0134976,39.95773286,565.900967,51.27307846,1.441332372,11.037,Estimated data,Estimated data,MLP,"Maui Land & Pineapple Company, Inc."
52A000,2019,61.26321529,0.7917087565,79.19215851,1.023405726,0.1904779425,77.381,Estimated data,Estimated data,BCML,BayCom Corp
541800,2019,221.1315815,5.342891213,383.1610851,9.25778209,0.1985103927,41.388,Estimated data,Estimated data,BOC,Boston Omaha Corporation
541800,2018,108.7690923,5.432641688,207.7671699,10.37725483,0.1006852769,20.0214,Estimated data,Estimated data,BOC,Boston Omaha Corporation
541800,2017,42.15293422,4.676229349,82.29547437,9.129435937,0.0415989737,9.0143,Estimated data,Estimated data,BOC,Boston Omaha Corporation
54151A,2017,14279.6105,9.552026184,12331.28562,8.248737816,11.85906441,1494.93,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
54151A,2018,18535.88507,10.29085336,14518.19392,8.06028976,16.05623211,1801.2,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
54151A,2019,22603.9019,10.48321208,15683.53634,7.273692763,18.87025214,2156.2,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
54151A,2016,12560.32641,9.577485571,10414.34398,7.941133528,10.44855833,1311.443,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
54151A,2013,6482.564126,10.53561569,4456.587975,7.242951595,4.501887327,615.2999805,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
54151A,2015,9594.153542,9.506051457,8003.699286,7.930202172,7.588025538,1009.268,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
54151A,2014,7054.924675,9.157910643,6404.094863,8.313076497,5.796606712,770.364,Estimated data,Estimated data,FTNT,"Fortinet, Inc."
52A000,2017,37.54048668,0.9444385186,45.46542523,1.143813058,0.100576991,39.749,Estimated data,Estimated data,PCSB,PCSB Financial Corporation
52A000,2016,38.94036576,1.076206112,38.23560733,1.0567285,0.0860659777,36.183,Estimated data,Estimated data,PCSB,PCSB Financial Corporation
52A000,2019,36.26421959,0.7917087565,46.8770993,1.023405726,0.1127517369,45.805,Estimated data,Estimated data,PCSB,PCSB Financial Corporation
52A000,2018,37.8554406,0.8573113643,49.7640115,1.127004518,0.1124962582,44.156,Estimated data,Estimated data,PCSB,PCSB Financial Corporation
325110,2017,29803662.94,476.9807141,11631216,186.1471097,9836.169148,62484,Value summed up from data provided in CDP,Value summed up from data provided in CDP,DD,"DuPont de Nemours, Inc."
325110,2018,26766344.94,311.319829,7962756,92.61495516,14208.36112,85977,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
325412,2019,3057952.702,142.1510181,2322922,107.9826144,1096.856535,21512,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
3259A0,2016,24849000.95,515.9890558,9840000,204.3274222,5222.52404,48158,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
325211,2015,24567000.31,503.6491925,7590000,155.6029358,4754.352194,48778,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
325211,2014,26458201.85,454.8661931,8100000,139.2542163,5216.726688,58167,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
325211,2013,27661497.2,484.6092712,7570000,132.620883,5226.22509,57080,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
325211,2012,27403027.19,482.5666042,8403000,147.976614,5139.438834,56786,Exact Value from CDP,Exact Value from CDP,DD,"DuPont de Nemours, Inc."
221200,2016,328882.6445,133.6655075,17040.27647,6.925562172,64.23049002,2460.49,Estimated data,Estimated data,SWX,"Southwest Gas Holdings, Inc."
230301,2019,331883.3542,106.3756998,22735.13592,7.287096393,76.67155018,3119.917,Estimated data,Estimated data,SWX,"Southwest Gas Holdings, Inc."
230301,2018,326920.4453,113.5135311,22495.83691,7.811019224,75.17488771,2880.013,Estimated data,Estimated data,SWX,"Southwest Gas Holdings, Inc."
221200,2017,324446.5751,127.2943534,19585.72912,7.684324373,69.98409049,2548.79,Estimated data,Estimated data,SWX,"Southwest Gas Holdings, Inc."
212112,2019,593205.66,2576.769,15757.382,68.447,96.331,230.213,Estimated data,Estimated data,METC,"Ramaco Resources, Inc."
531000,2019,19236.52144,8.268957108,86857.32891,37.33624758,16.68842777,2326.354,Estimated data,Estimated data,DBRG,"DigitalBridge Group, Inc."
531000,2018,23049.26078,8.647982715,112852.7575,42.34186536,20.42611929,2665.276,Estimated data,Estimated data,DBRG,"DigitalBridge Group, Inc."
541700,2018,122.8800713,14.65300159,199.5741949,23.79849688,0.1191933762,8.386,Estimated data,Estimated data,VRDN,"Viridian Therapeutics, Inc."
541700,2017,60.52551623,15.12003903,96.68620425,24.15343599,0.055646549,4.003,Estimated data,Estimated data,VRDN,"Viridian Therapeutics, Inc."
541700,2019,63.00739396,14.12405155,96.40597175,21.61084325,0.0613853973,4.461,Estimated data,Estimated data,VRDN,"Viridian Therapeutics, Inc."
541700,2019,112.9924124,14.12405155,172.886746,21.61084325,0.1100836536,8,Estimated data,Estimated data,ANAB,"AnaptysBio, Inc."
541700,2017,151.2003903,15.12003903,241.5343599,24.15343599,0.1390121135,10,Estimated data,Estimated data,ANAB,"AnaptysBio, Inc."
541700,2018,73.26500794,14.65300159,118.9924844,23.79849688,0.071066883,5,Estimated data,Estimated data,ANAB,"AnaptysBio, Inc."
541700,2016,249.0596945,14.92805649,372.2952305,22.31450674,0.2156977667,16.684,Estimated data,Estimated data,ANAB,"AnaptysBio, Inc."
531000,2016,6644.237612,13.87105973,28283.35862,59.0466777,4.356577319,479,Estimated data,Estimated data,JBGS,JBG SMITH Properties
531000,2018,14087.021,21.8680761,96770,150.2215213,9.741546673,644.182,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,JBGS,JBG SMITH Properties
531000,2017,11134.0002,20.50411353,123519,227.4696923,9.48897476,543.013,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,JBGS,JBG SMITH Properties
531000,2019,14115.8755,28.6167609,90915,184.3097027,8.465229508,493.273,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,JBGS,JBG SMITH Properties
541700,2019,2088.551751,14.12405155,3195.638614,21.61084325,2.034786253,147.872,Estimated data,Estimated data,JNCE,"Jounce Therapeutics, Inc."
541700,2017,1083.260076,15.12003903,1730.448768,24.15343599,0.9959383861,71.644,Estimated data,Estimated data,JNCE,"Jounce Therapeutics, Inc."
541700,2018,955.3903565,14.65300159,1551.685795,23.79849688,0.9267263681,65.201,Estimated data,Estimated data,JNCE,"Jounce Therapeutics, Inc."
541700,2016,555.2789172,14.92805649,830.0327073,22.31450674,0.4808984552,37.197,Estimated data,Estimated data,JNCE,"Jounce Therapeutics, Inc."
722000,2016,30728.21206,23.70197463,85726.14765,66.12421747,47.54762889,1296.441016,Estimated data,Estimated data,RRGB,"Red Robin Gourmet Burgers, Inc."
722000,2018,29587.95703,22.1042693,94397.7403,70.52170148,55.71377341,1338.563,Estimated data,Estimated data,RRGB,"Red Robin Gourmet Burgers, Inc."
722000,2017,31663.60121,22.92920289,98837.90355,71.5734868,54.89463565,1380.929,Estimated data,Estimated data,RRGB,"Red Robin Gourmet Burgers, Inc."
722000,2019,28495.04464,21.66900477,84212.26415,64.03906281,54.1122209,1315.014,Estimated data,Estimated data,RRGB,"Red Robin Gourmet Burgers, Inc."
326210,2019,2820.207883,82.50431243,1690.746284,49.46226146,1.612665221,34.18255119,Estimated data,Estimated data,A900100,Ameridge Corporation
326210,2016,3877522.137,72.95165914,2536293.517,47.71779853,2020.399723,53151.939,Estimated data,Estimated data,A900100,Ameridge Corporation
312110,2017,38866.60274,47.00176165,26398.59005,31.92407234,64.53650775,826.918,Estimated data,Estimated data,FIZZ,National Beverage Corp.
312110,2016,34736.18162,49.28621015,20786.59283,29.49352332,51.08053714,704.785,Estimated data,Estimated data,FIZZ,National Beverage Corp.
312110,2019,47271.55948,46.61406805,28966.36527,28.56347742,80.17339261,1014.105,Estimated data,Estimated data,FIZZ,National Beverage Corp.
312110,2018,45781.17661,46.9197308,30691.6567,31.45494233,78.79048161,975.734,Estimated data,Estimated data,FIZZ,National Beverage Corp.
722000,2017,55482.82192,24.54446929,158581.7258,70.15332248,109.5390199,2260.502,Estimated data,Estimated data,CAKE,The Cheesecake Factory Incorporated
722000,2018,55127.34676,23.63615917,161280.9795,69.15012469,119.1207852,2332.331,Estimated data,Estimated data,CAKE,The Cheesecake Factory Incorporated
722000,2019,96772,38.979,114941,46.297,128.746,2482.692,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,CAKE,The Cheesecake Factory Incorporated
722000,2016,57739.8516,25.37213584,147588.1655,64.85342237,100.9548314,2275.719,Estimated data,Estimated data,CAKE,The Cheesecake Factory Incorporated
334419,2016,97.39994517,45.78355983,68.17863981,32.04787055,0.0384837612,2.1274,Estimated data,Estimated data,VUZI,Vuzix Corporation
334419,2019,229.3469702,34.3817603,201.1832975,30.1597004,0.1155363731,6.6706,Estimated data,Estimated data,VUZI,Vuzix Corporation
334419,2017,225.6533861,40.74857541,174.7225803,31.55147088,0.0980286611,5.5377,Estimated data,Estimated data,VUZI,Vuzix Corporation
334419,2018,299.3591268,36.98348572,280.1738295,34.61329184,0.152203032,8.0944,Estimated data,Estimated data,VUZI,Vuzix Corporation
541200,2018,1226.114663,7.011497914,4144.385619,23.69953806,0.8397402668,174.872,Estimated data,Estimated data,FRG,"Franchise Group, Inc."
533000,2019,895.3556125,6.755055697,3239.049462,24.43717247,0.6233113963,132.546,Estimated data,Estimated data,FRG,"Franchise Group, Inc."
541200,2017,1245.784126,7.16029615,4439.917642,25.51896797,0.8452547537,173.985,Estimated data,Estimated data,FRG,"Franchise Group, Inc."
533000,2016,1247.824849,7.195018419,4382.163982,25.26776942,0.7994084074,173.429,Estimated data,Estimated data,FRG,"Franchise Group, Inc."
325411,2017,23576.89283,22.5128242,27089.37175,25.86677846,26.24751914,1047.265,Estimated data,Estimated data,USNA,"USANA Health Sciences, Inc."
325411,2016,23405.8206,23.26430384,24042.77127,23.89740337,24.51114672,1006.083,Estimated data,Estimated data,USNA,"USANA Health Sciences, Inc."
